Seed,N,Subset_Key,Subset_Position,Train_Row_Index,Sample_ID,Potability
4526,64,S4526_N64,16,1500,WP_0014,0
4526,64,S4526_N64,17,924,WP_0392,0
4526,64,S4526_N64,18,906,WP_1376,0
4526,64,S4526_N64,19,485,WP_0181,1
4526,64,S4526_N64,20,621,WP_1213,1
4526,64,S4526_N64,21,153,WP_1792,0
4526,64,S4526_N64,22,1101,WP_0191,1
4526,64,S4526_N64,23,408,WP_0217,1
4526,64,S4526_N64,24,192,WP_1326,0
4526,64,S4526_N64,25,11,WP_1366,0
4526,64,S4526_N64,26,548,WP_0307,0
4526,64,S4526_N64,27,717,WP_1346,0
4526,64,S4526_N64,28,731,WP_1525,0
4526,64,S4526_N64,29,677,WP_0562,0
4526,64,S4526_N64,30,607,WP_1901,0
4526,64,S4526_N64,31,1483,WP_0176,1
4526,64,S4526_N64,32,904,WP_0301,0
4526,64,S4526_N64,33,927,WP_0520,0
4526,64,S4526_N64,34,413,WP_0753,1
4526,64,S4526_N64,35,1114,WP_0409,1
4526,64,S4526_N64,36,1202,WP_0445,1
4526,64,S4526_N64,37,999,WP_0566,0
4526,64,S4526_N64,38,481,WP_1453,1
4526,64,S4526_N64,39,792,WP_0954,1
4526,64,S4526_N64,40,1317,WP_0065,0
4526,64,S4526_N64,41,998,WP_0916,1
4526,64,S4526_N64,42,953,WP_1372,0
4526,64,S4526_N64,43,879,WP_0329,0
4526,64,S4526_N64,44,1320,WP_0926,1
4526,64,S4526_N64,45,25,WP_1190,1
4526,64,S4526_N64,46,1573,WP_1166,1
4526,64,S4526_N64,47,210,WP_0368,0
4526,64,S4526_N64,48,1476,WP_1460,1
4526,64,S4526_N64,49,1120,WP_0538,0
4526,64,S4526_N64,50,525,WP_1468,1
4526,64,S4526_N64,51,1353,WP_0315,0
4526,64,S4526_N64,52,507,WP_0010,0
4526,64,S4526_N64,53,1384,WP_1652,0
4526,64,S4526_N64,54,1350,WP_1826,0
4526,64,S4526_N64,55,968,WP_1939,1
4526,64,S4526_N64,56,951,WP_0267,0
4526,64,S4526_N64,57,1439,WP_1167,1
4526,64,S4526_N64,58,448,WP_0588,0
4526,64,S4526_N64,59,608,WP_0747,1
4526,64,S4526_N64,60,534,WP_0061,0
4526,64,S4526_N64,61,899,WP_1211,1
4526,64,S4526_N64,62,616,WP_1238,1
4526,64,S4526_N64,63,484,WP_0169,1
4527,16,S4527_N16,0,438,WP_0256,1
4527,16,S4527_N16,1,1179,WP_0658,0
4527,16,S4527_N16,2,1134,WP_1780,0
4527,16,S4527_N16,3,1571,WP_1390,0
4527,16,S4527_N16,4,729,WP_0625,0
4527,16,S4527_N16,5,198,WP_1514,1
4527,16,S4527_N16,6,997,WP_0569,0
4527,16,S4527_N16,7,70,WP_1248,1
4527,16,S4527_N16,8,1187,WP_0085,0
4527,16,S4527_N16,9,48,WP_0115,0
4527,16,S4527_N16,10,904,WP_0301,0
4527,16,S4527_N16,11,411,WP_1719,1
4527,16,S4527_N16,12,1049,WP_2002,1
4527,16,S4527_N16,13,477,WP_1245,1
4527,16,S4527_N16,14,136,WP_0465,1
4527,16,S4527_N16,15,177,WP_1699,1
4527,32,S4527_N32,0,1134,WP_1780,0
4527,32,S4527_N32,1,344,WP_1908,0
4527,32,S4527_N32,2,411,WP_1719,1
4527,32,S4527_N32,3,477,WP_1245,1
4527,32,S4527_N32,4,935,WP_1676,1
4527,32,S4527_N32,5,1116,WP_0644,0
4527,32,S4527_N32,6,1049,WP_2002,1
4527,32,S4527_N32,7,1187,WP_0085,0
4527,32,S4527_N32,8,1075,WP_0714,1
4527,32,S4527_N32,9,1179,WP_0658,0
4527,32,S4527_N32,10,830,WP_0188,1
4527,32,S4527_N32,11,1050,WP_1133,0
4527,32,S4527_N32,12,44,WP_1074,0
4527,32,S4527_N32,13,48,WP_0115,0
4527,32,S4527_N32,14,997,WP_0569,0
4527,32,S4527_N32,15,1571,WP_1390,0
4527,32,S4527_N32,16,928,WP_0081,0
4527,32,S4527_N32,17,198,WP_1514,1
4527,32,S4527_N32,18,177,WP_1699,1
4527,32,S4527_N32,19,904,WP_0301,0
4527,32,S4527_N32,20,729,WP_0625,0
4527,32,S4527_N32,21,70,WP_1248,1
4527,32,S4527_N32,22,438,WP_0256,1
4527,32,S4527_N32,23,332,WP_1145,0
4527,32,S4527_N32,24,217,WP_1556,0
4527,32,S4527_N32,25,211,WP_0586,0
4527,32,S4527_N32,26,294,WP_0708,1
4527,32,S4527_N32,27,136,WP_0465,1
4527,32,S4527_N32,28,1076,WP_1717,1
4527,32,S4527_N32,29,104,WP_1952,1
4527,32,S4527_N32,30,1368,WP_1918,1
4527,32,S4527_N32,31,972,WP_0480,1
4527,64,S4527_N64,0,143,WP_0935,1
4527,64,S4527_N64,1,1134,WP_1780,0
4527,64,S4527_N64,2,44,WP_1074,0
4527,64,S4527_N64,3,469,WP_1932,1
4527,64,S4527_N64,4,211,WP_0586,0
4527,64,S4527_N64,5,729,WP_0625,0
4527,64,S4527_N64,6,846,WP_0211,1
4527,64,S4527_N64,7,297,WP_1000,1
4527,64,S4527_N64,8,996,WP_0344,0
4527,64,S4527_N64,9,1133,WP_0376,0
4527,64,S4527_N64,10,685,WP_1182,1
4527,64,S4527_N64,11,1331,WP_1373,0
4527,64,S4527_N64,12,192,WP_1326,0
4527,64,S4527_N64,13,1039,WP_0680,1
4527,64,S4527_N64,14,935,WP_1676,1
4527,64,S4527_N64,15,1427,WP_1256,1
4527,64,S4527_N64,16,1571,WP_1390,0
4527,64,S4527_N64,17,1116,WP_0644,0
4527,64,S4527_N64,18,830,WP_0188,1
4527,64,S4527_N64,19,1167,WP_0133,0
4527,64,S4527_N64,20,344,WP_1908,0
4527,64,S4527_N64,21,136,WP_0465,1
4527,64,S4527_N64,22,1551,WP_1788,0
4527,64,S4527_N64,23,177,WP_1699,1
4527,64,S4527_N64,24,997,WP_0569,0
4527,64,S4527_N64,25,217,WP_1556,0
4527,64,S4527_N64,26,1368,WP_1918,1
4527,64,S4527_N64,27,198,WP_1514,1
4527,64,S4527_N64,28,1050,WP_1133,0
4527,64,S4527_N64,29,881,WP_1316,0
4527,64,S4527_N64,30,473,WP_1279,0
4527,64,S4527_N64,31,483,WP_1835,0
4527,64,S4527_N64,32,1555,WP_1114,0
4527,64,S4527_N64,33,1049,WP_2002,1
4527,64,S4527_N64,34,1043,WP_0632,0
4527,64,S4527_N64,35,332,WP_1145,0
4527,64,S4527_N64,36,883,WP_0210,1
4527,64,S4527_N64,37,1075,WP_0714,1
4527,64,S4527_N64,38,659,WP_0852,0
4527,64,S4527_N64,39,1373,WP_1473,1
4527,64,S4527_N64,40,972,WP_0480,1
4527,64,S4527_N64,41,1558,WP_0498,1
4527,64,S4527_N64,42,51,WP_1750,1
4527,64,S4527_N64,43,735,WP_1180,1
4527,64,S4527_N64,44,1187,WP_0085,0
4527,64,S4527_N64,45,48,WP_0115,0
4527,64,S4527_N64,46,809,WP_1442,1
4527,64,S4527_N64,47,1076,WP_1717,1
4527,64,S4527_N64,48,42,WP_1257,1
4527,64,S4527_N64,49,1168,WP_0287,0
4527,64,S4527_N64,50,104,WP_1952,1
4527,64,S4527_N64,51,438,WP_0256,1
4527,64,S4527_N64,52,477,WP_1245,1
4527,64,S4527_N64,53,1398,WP_0914,1
4527,64,S4527_N64,54,1347,WP_0449,1
4527,64,S4527_N64,55,294,WP_0708,1
4527,64,S4527_N64,56,411,WP_1719,1
4527,64,S4527_N64,57,980,WP_1895,0
4527,64,S4527_N64,58,1179,WP_0658,0
4527,64,S4527_N64,59,70,WP_1248,1
4527,64,S4527_N64,60,904,WP_0301,0
4527,64,S4527_N64,61,928,WP_0081,0
4527,64,S4527_N64,62,1339,WP_0809,0
4527,64,S4527_N64,63,607,WP_1901,0
4528,16,S4528_N16,0,1415,WP_0759,1
4528,16,S4528_N16,1,1578,WP_0054,0
4528,16,S4528_N16,2,163,WP_1328,0
4528,16,S4528_N16,3,1498,WP_0499,1
4528,16,S4528_N16,4,1492,WP_1451,1
4528,16,S4528_N16,5,1252,WP_1618,0
4528,16,S4528_N16,6,570,WP_1775,0
4528,16,S4528_N16,7,799,WP_1977,1
4528,16,S4528_N16,8,547,WP_0213,1
4528,16,S4528_N16,9,1303,WP_1936,1
4528,16,S4528_N16,10,0,WP_0515,0
4528,16,S4528_N16,11,788,WP_1250,1
4528,16,S4528_N16,12,921,WP_1935,1
4528,16,S4528_N16,13,677,WP_0562,0
4528,16,S4528_N16,14,68,WP_0139,0
4528,16,S4528_N16,15,201,WP_1862,0
4528,32,S4528_N32,0,1159,WP_1687,1
4528,32,S4528_N32,1,163,WP_1328,0
4528,32,S4528_N32,2,0,WP_0515,0
4528,32,S4528_N32,3,1498,WP_0499,1
4528,32,S4528_N32,4,1227,WP_0707,1
4528,32,S4528_N32,5,1432,WP_0998,1
4528,32,S4528_N32,6,68,WP_0139,0
4528,32,S4528_N32,7,547,WP_0213,1
4528,32,S4528_N32,8,1108,WP_0202,1
4528,32,S4528_N32,9,921,WP_1935,1
4528,32,S4528_N32,10,1415,WP_0759,1
4528,32,S4528_N32,11,878,WP_1073,0
4528,32,S4528_N32,12,201,WP_1862,0
4528,32,S4528_N32,13,218,WP_0003,0
4528,32,S4528_N32,14,1252,WP_1618,0
4528,32,S4528_N32,15,788,WP_1250,1
4528,32,S4528_N32,16,1294,WP_0709,1
4528,32,S4528_N32,17,84,WP_1159,1
4528,32,S4528_N32,18,799,WP_1977,1
4528,32,S4528_N32,19,1303,WP_1936,1
4528,32,S4528_N32,20,796,WP_0728,1
4528,32,S4528_N32,21,1578,WP_0054,0
4528,32,S4528_N32,22,929,WP_1061,0
4528,32,S4528_N32,23,677,WP_0562,0
4528,32,S4528_N32,24,570,WP_1775,0
4528,32,S4528_N32,25,1335,WP_1263,0
4528,32,S4528_N32,26,1492,WP_1451,1
4528,32,S4528_N32,27,323,WP_0278,0
4528,32,S4528_N32,28,1558,WP_0498,1
4528,32,S4528_N32,29,592,WP_1301,0
4528,32,S4528_N32,30,1542,WP_0656,0
4528,32,S4528_N32,31,472,WP_1276,0
4528,64,S4528_N64,0,1349,WP_1495,1
4528,64,S4528_N64,1,132,WP_0268,0
4528,64,S4528_N64,2,929,WP_1061,0
4528,64,S4528_N64,3,218,WP_0003,0
4528,64,S4528_N64,4,1324,WP_1911,1
4528,64,S4528_N64,5,1108,WP_0202,1
4528,64,S4528_N64,6,1045,WP_0965,1
4528,64,S4528_N64,7,1294,WP_0709,1
4528,64,S4528_N64,8,1368,WP_1918,1
4528,64,S4528_N64,9,941,WP_1634,0
4528,64,S4528_N64,10,986,WP_0673,1
4528,64,S4528_N64,11,1432,WP_0998,1
4528,64,S4528_N64,12,1415,WP_0759,1
4528,64,S4528_N64,13,201,WP_1862,0
4528,64,S4528_N64,14,163,WP_1328,0
4528,64,S4528_N64,15,214,WP_0171,1
4528,64,S4528_N64,16,1140,WP_1423,1
4528,64,S4528_N64,17,499,WP_0453,1
4528,64,S4528_N64,18,0,WP_0515,0
4528,64,S4528_N64,19,1575,WP_1610,0
4528,64,S4528_N64,20,483,WP_1835,0
4528,64,S4528_N64,21,1492,WP_1451,1
4528,64,S4528_N64,22,1022,WP_0925,1
4528,64,S4528_N64,23,677,WP_0562,0
4528,64,S4528_N64,24,525,WP_1468,1
4528,64,S4528_N64,25,774,WP_1106,0
4528,64,S4528_N64,26,1498,WP_0499,1
4528,64,S4528_N64,27,153,WP_1792,0
4528,64,S4528_N64,28,878,WP_1073,0
4528,64,S4528_N64,29,434,WP_1474,1
4528,64,S4528_N64,30,788,WP_1250,1
4528,64,S4528_N64,31,1222,WP_0741,1
4528,64,S4528_N64,32,675,WP_0901,0
4528,64,S4528_N64,33,1335,WP_1263,0
4528,64,S4528_N64,34,472,WP_1276,0
4528,64,S4528_N64,35,1018,WP_0885,0
4528,64,S4528_N64,36,921,WP_1935,1
4528,64,S4528_N64,37,1303,WP_1936,1
4528,64,S4528_N64,38,1227,WP_0707,1
4528,64,S4528_N64,39,1281,WP_1758,1
4528,64,S4528_N64,40,688,WP_1124,0
4528,64,S4528_N64,41,1001,WP_1846,0
4528,64,S4528_N64,42,1447,WP_1425,1
4528,64,S4528_N64,43,68,WP_0139,0
4528,64,S4528_N64,44,635,WP_1340,0
4528,64,S4528_N64,45,1578,WP_0054,0
4528,64,S4528_N64,46,323,WP_0278,0
4528,64,S4528_N64,47,1159,WP_1687,1
4528,64,S4528_N64,48,570,WP_1775,0
4528,64,S4528_N64,49,799,WP_1977,1
4528,64,S4528_N64,50,657,WP_1657,0
4528,64,S4528_N64,51,592,WP_1301,0
4528,64,S4528_N64,52,817,WP_0415,1
4528,64,S4528_N64,53,949,WP_1827,0
4528,64,S4528_N64,54,84,WP_1159,1
4528,64,S4528_N64,55,1542,WP_0656,0
4528,64,S4528_N64,56,1547,WP_0866,0
4528,64,S4528_N64,57,1558,WP_0498,1
4528,64,S4528_N64,58,970,WP_1724,1
4528,64,S4528_N64,59,21,WP_0593,0
4528,64,S4528_N64,60,1252,WP_1618,0
4528,64,S4528_N64,61,796,WP_0728,1
4528,64,S4528_N64,62,547,WP_0213,1
4528,64,S4528_N64,63,987,WP_0050,0
4529,16,S4529_N16,0,690,WP_1296,0
4529,16,S4529_N16,1,1167,WP_0133,0
4529,16,S4529_N16,2,1009,WP_1092,0
4529,16,S4529_N16,3,301,WP_0675,1
4529,16,S4529_N16,4,739,WP_0401,0
4529,16,S4529_N16,5,1325,WP_1916,1
4529,16,S4529_N16,6,1225,WP_1220,1
4529,16,S4529_N16,7,452,WP_0438,1
4529,16,S4529_N16,8,1106,WP_0209,1
4529,16,S4529_N16,9,1452,WP_1664,1
4529,16,S4529_N16,10,906,WP_1376,0
