source_index,Sulfate,ph,Solids,Chloramines,Hardness,Potability
1767,286.3275623696924,6.261110580253398,8572.421508507414,9.922076246517337,270.46617064471656,0
2776,,4.762828659328944,22777.532069498076,6.841720702011132,153.2970184052645,1
1978,,7.085095882764062,21823.09425610631,5.889945335387532,206.67667525096027,1
1185,334.68617752098504,5.913956687853429,13086.643934398497,7.784749911423435,215.49788214967924,1
1222,335.62277893328366,8.151248961954652,15661.940335043397,7.009437062121737,205.8473007177256,1
270,247.33541192889663,7.29188832527326,27784.04848396934,9.754475933171076,127.54429714087505,1
653,311.1881847351431,5.970578907790694,19952.30947002819,7.872037771336379,202.74552028375533,0
1856,,7.233538435483265,16621.494788968663,6.0730409069883,231.5608322393944,0
2870,358.4297742923782,,26003.16326545588,7.809251156233216,176.38665123199058,0
1151,326.69519854080323,4.303574607482778,7323.302300551966,7.490508409340612,227.0070857735085,1
107,348.40819490164074,8.858401531200467,9624.300462110114,7.954015627092478,254.61751866421665,0
1088,,5.694694238027413,7998.67451117685,8.124265427658612,240.71218211203256,1
667,303.5503239230728,6.334162775563274,23460.82138066364,6.121463538019163,197.4823264320705,1
1382,352.9177333870579,4.405327146952358,15039.710405983977,6.308198373401749,169.74253717900714,0
2446,304.52852122400714,9.166758132730486,21736.981798520654,12.227175278872044,184.5574342751957,1
815,409.2862102681366,,23828.207681634354,5.531684612810469,202.47516230974296,1
58,300.04423428111204,,16963.625011737488,8.335618549876713,157.80119355420416,0
