source_index,Potability,split
172,0,training_pool
173,0,training_pool
174,0,training_pool
175,0,training_pool
176,0,training_pool
177,0,locked_holdout
178,0,training_pool
179,0,training_pool
180,0,training_pool
181,0,training_pool
182,0,training_pool
183,0,training_pool
184,0,training_pool
185,0,training_pool
186,0,training_pool
187,0,training_pool
188,0,locked_holdout
189,0,training_pool
190,0,training_pool
191,0,training_pool
192,0,training_pool
193,0,training_pool
194,0,locked_holdout
195,0,training_pool
196,0,training_pool
197,0,training_pool
198,0,training_pool
199,0,training_pool
200,0,training_pool
201,0,training_pool
202,0,training_pool
203,0,training_pool
204,0,locked_holdout
205,0,training_pool
206,0,training_pool
207,0,training_pool
208,0,training_pool
209,0,locked_holdout
210,0,training_pool
211,0,locked_holdout
212,0,training_pool
213,0,locked_holdout
214,0,training_pool
215,0,training_pool
216,0,training_pool
217,0,training_pool
218,0,locked_holdout
219,0,locked_holdout
220,0,training_pool
221,0,training_pool
222,0,locked_holdout
223,0,training_pool
224,0,training_pool
225,0,training_pool
226,0,training_pool
227,0,training_pool
228,0,training_pool
229,0,training_pool
230,0,locked_holdout
231,0,training_pool
232,0,training_pool
233,0,training_pool
234,0,training_pool
235,0,training_pool
236,0,locked_holdout
237,0,locked_holdout
238,0,locked_holdout
239,0,locked_holdout
240,0,training_pool
241,0,training_pool
242,0,training_pool
243,0,locked_holdout
244,0,training_pool
245,0,training_pool
246,0,training_pool
247,0,locked_holdout
248,0,training_pool
249,0,locked_holdout
250,1,training_pool
251,1,locked_holdout
252,1,training_pool
253,1,training_pool
254,1,locked_holdout
255,1,training_pool
256,1,locked_holdout
257,1,training_pool
258,1,locked_holdout
259,1,training_pool
260,1,locked_holdout
261,1,training_pool
262,1,training_pool
263,1,training_pool
264,1,training_pool
265,1,training_pool
266,1,training_pool
267,1,locked_holdout
268,1,locked_holdout
269,1,training_pool
270,1,locked_holdout
271,1,training_pool
272,1,training_pool
273,1,training_pool
274,1,training_pool
275,1,training_pool
276,1,training_pool
277,1,training_pool
278,1,training_pool
279,1,training_pool
280,1,locked_holdout
281,1,training_pool
282,1,training_pool
283,1,training_pool
284,1,training_pool
285,1,locked_holdout
286,1,training_pool
287,1,training_pool
288,1,training_pool
289,1,training_pool
290,1,training_pool
291,1,training_pool
292,1,locked_holdout
293,1,training_pool
294,1,training_pool
295,1,training_pool
296,1,training_pool
297,1,training_pool
298,1,training_pool
299,1,training_pool
300,1,training_pool
301,1,locked_holdout
302,1,training_pool
303,1,locked_holdout
304,1,training_pool
305,1,training_pool
306,1,training_pool
307,1,locked_holdout
308,1,training_pool
309,1,training_pool
310,1,locked_holdout
311,1,training_pool
312,1,training_pool
313,1,training_pool
314,1,training_pool
315,1,training_pool
316,1,training_pool
317,1,training_pool
318,1,training_pool
319,1,training_pool
320,1,training_pool
321,1,training_pool
322,1,training_pool
323,1,training_pool
324,1,training_pool
325,1,training_pool
326,1,training_pool
327,1,training_pool
328,1,training_pool
329,1,training_pool
330,1,training_pool
331,1,training_pool
332,1,training_pool
333,1,training_pool
334,1,training_pool
335,1,training_pool
336,1,training_pool
337,1,training_pool
338,1,training_pool
339,1,training_pool
340,1,training_pool
341,1,locked_holdout
342,1,locked_holdout
343,1,training_pool
344,1,training_pool
345,1,training_pool
346,1,locked_holdout
347,1,training_pool
348,1,training_pool
349,1,training_pool
350,1,training_pool
351,1,training_pool
352,1,training_pool
353,1,training_pool
354,1,training_pool
355,1,training_pool
356,1,training_pool
357,1,training_pool
358,1,locked_holdout
359,1,locked_holdout
360,1,training_pool
361,1,training_pool
362,1,training_pool
363,1,training_pool
364,1,training_pool
365,1,training_pool
366,1,training_pool
367,1,training_pool
368,1,training_pool
369,1,training_pool
370,1,training_pool
371,1,training_pool
372,1,training_pool
373,1,training_pool
374,1,locked_holdout
375,1,training_pool
376,1,locked_holdout
377,1,training_pool
378,1,training_pool
379,1,training_pool
380,1,locked_holdout
381,1,training_pool
382,1,training_pool
383,1,training_pool
384,1,training_pool
385,1,training_pool
386,1,training_pool
387,1,locked_holdout
388,1,locked_holdout
389,1,locked_holdout
390,1,locked_holdout
391,1,training_pool
392,1,locked_holdout
393,1,training_pool
394,1,training_pool
395,1,training_pool
396,1,training_pool
397,1,training_pool
398,1,training_pool
399,1,training_pool
400,1,training_pool
401,1,training_pool
402,1,training_pool
403,1,locked_holdout
404,1,training_pool
405,1,locked_holdout
406,1,training_pool
407,1,training_pool
408,1,locked_holdout
409,1,training_pool
410,0,training_pool
411,0,locked_holdout
412,0,training_pool
413,0,locked_holdout
414,0,training_pool
415,0,training_pool
416,0,locked_holdout
417,0,training_pool
418,0,training_pool
419,0,training_pool
420,0,locked_holdout
421,0,training_pool
422,0,training_pool
423,0,training_pool
424,0,training_pool
425,0,locked_holdout
426,0,training_pool
427,0,locked_holdout
428,0,training_pool
429,0,training_pool
430,0,training_pool
431,0,training_pool
432,0,training_pool
433,0,training_pool
434,0,training_pool
435,0,training_pool
436,0,training_pool
437,0,training_pool
438,0,locked_holdout
439,0,locked_holdout
440,0,training_pool
441,0,training_pool
442,0,training_pool
443,0,training_pool
444,0,training_pool
445,0,training_pool
446,0,locked_holdout
447,0,locked_holdout
448,0,training_pool
449,0,training_pool
450,0,training_pool
451,0,locked_holdout
452,0,training_pool
453,0,training_pool
454,0,locked_holdout
455,0,training_pool
456,0,locked_holdout
457,0,training_pool
458,0,training_pool
459,0,training_pool
460,0,training_pool
461,0,training_pool
462,0,training_pool
463,0,training_pool
464,0,locked_holdout
465,0,training_pool
466,0,training_pool
467,0,training_pool
468,0,training_pool
469,0,training_pool
470,0,training_pool
471,0,training_pool
472,0,training_pool
473,0,training_pool
474,0,training_pool
475,0,training_pool
476,0,training_pool
477,0,training_pool
478,0,training_pool
479,0,training_pool
480,0,training_pool
481,0,training_pool
482,0,training_pool
483,0,locked_holdout
484,0,locked_holdout
485,0,training_pool
486,0,training_pool
487,0,locked_holdout
488,0,training_pool
489,0,locked_holdout
490,0,training_pool
491,0,training_pool
492,0,training_pool
493,0,training_pool
494,0,training_pool
495,0,training_pool
496,0,training_pool
497,0,locked_holdout
498,0,training_pool
499,0,locked_holdout
500,0,training_pool
501,0,locked_holdout
502,0,training_pool
503,0,locked_holdout
504,0,training_pool
505,0,locked_holdout
506,0,training_pool
507,0,training_pool
508,0,training_pool
509,0,locked_holdout
510,0,locked_holdout
511,0,training_pool
512,0,training_pool
513,0,training_pool
514,0,training_pool
515,0,training_pool
516,0,training_pool
517,0,training_pool
518,0,training_pool
519,0,training_pool
520,0,training_pool
521,0,training_pool
522,0,training_pool
523,0,training_pool
524,0,training_pool
525,0,locked_holdout
526,0,training_pool
527,0,training_pool
528,0,training_pool
529,0,training_pool
530,0,training_pool
531,0,training_pool
532,0,training_pool
533,0,training_pool
534,0,training_pool
535,0,locked_holdout
536,0,locked_holdout
537,0,training_pool
538,0,locked_holdout
539,0,training_pool
540,0,training_pool
541,0,training_pool
542,0,training_pool
543,0,training_pool
544,0,training_pool
545,0,training_pool
546,0,training_pool
547,0,training_pool
548,0,training_pool
549,0,training_pool
550,0,training_pool
551,0,locked_holdout
552,0,training_pool
553,0,training_pool
554,0,training_pool
555,0,training_pool
556,0,locked_holdout
557,0,locked_holdout
558,0,locked_holdout
559,0,training_pool
560,0,training_pool
561,0,training_pool
562,0,locked_holdout
563,0,training_pool
564,0,training_pool
565,0,locked_holdout
566,0,training_pool
567,0,training_pool
568,0,training_pool
569,0,training_pool
570,0,training_pool
571,0,training_pool
572,0,locked_holdout
573,0,locked_holdout
574,0,training_pool
575,0,training_pool
576,0,training_pool
577,0,training_pool
578,0,training_pool
579,0,training_pool
580,0,training_pool
581,0,training_pool
582,0,locked_holdout
583,0,training_pool
584,0,training_pool
585,0,training_pool
586,0,training_pool
587,0,locked_holdout
588,0,training_pool
589,0,training_pool
590,0,training_pool
591,0,training_pool
592,0,training_pool
593,0,training_pool
594,0,training_pool
595,0,training_pool
596,0,training_pool
597,0,training_pool
598,0,training_pool
599,0,training_pool
600,0,training_pool
601,0,locked_holdout
602,0,training_pool
603,0,training_pool
604,0,locked_holdout
605,0,locked_holdout
606,0,training_pool
607,0,locked_holdout
608,0,locked_holdout
609,0,training_pool
610,0,training_pool
611,0,training_pool
612,0,training_pool
613,0,locked_holdout
614,0,locked_holdout
615,0,locked_holdout
616,0,training_pool
617,0,training_pool
618,0,training_pool
619,0,training_pool
620,0,training_pool
621,0,training_pool
622,0,training_pool
623,0,training_pool
624,0,locked_holdout
625,0,locked_holdout
626,0,training_pool
627,0,training_pool
628,0,training_pool
629,0,training_pool
630,0,training_pool
631,0,locked_holdout
632,0,training_pool
633,0,training_pool
634,0,training_pool
635,0,locked_holdout
636,0,training_pool
637,0,training_pool
638,0,training_pool
639,0,training_pool
640,0,training_pool
641,0,training_pool
642,0,training_pool
643,0,training_pool
644,0,training_pool
645,0,training_pool
646,0,locked_holdout
647,0,training_pool
648,0,training_pool
649,0,training_pool
650,0,training_pool
651,0,training_pool
652,0,training_pool
653,0,training_pool
654,0,training_pool
655,0,training_pool
656,0,training_pool
657,0,training_pool
658,0,training_pool
659,0,locked_holdout
660,1,training_pool
661,1,training_pool
662,1,training_pool
663,1,training_pool
664,1,training_pool
665,1,training_pool
666,1,locked_holdout
667,1,training_pool
668,1,training_pool
669,1,training_pool
670,1,locked_holdout
671,1,training_pool
672,1,training_pool
673,1,training_pool
674,1,training_pool
675,1,training_pool
676,1,training_pool
677,1,training_pool
678,1,training_pool
679,1,training_pool
680,1,training_pool
681,1,training_pool
682,1,training_pool
683,1,locked_holdout
684,1,locked_holdout
685,1,training_pool
686,1,training_pool
687,1,training_pool
688,1,training_pool
689,1,training_pool
690,1,locked_holdout
691,1,locked_holdout
692,1,training_pool
693,1,training_pool
694,1,training_pool
695,1,training_pool
696,1,locked_holdout
697,1,training_pool
698,1,training_pool
699,1,training_pool
700,1,training_pool
701,1,training_pool
702,1,training_pool
703,1,training_pool
704,1,training_pool
705,1,training_pool
706,1,training_pool
707,1,training_pool
708,1,training_pool
709,1,locked_holdout
710,1,training_pool
711,1,training_pool
712,1,training_pool
713,1,locked_holdout
714,1,training_pool
715,1,training_pool
716,1,training_pool
717,1,training_pool
718,1,training_pool
719,1,training_pool
720,1,training_pool
721,1,training_pool
722,1,locked_holdout
723,1,locked_holdout
724,1,training_pool
725,1,training_pool
726,1,training_pool
727,1,training_pool
728,1,locked_holdout
729,1,training_pool
730,1,training_pool
731,1,locked_holdout
732,1,training_pool
733,1,training_pool
734,1,training_pool
735,1,locked_holdout
736,1,training_pool
737,1,locked_holdout
738,1,training_pool
739,1,training_pool
740,1,training_pool
741,1,locked_holdout
742,1,locked_holdout
743,1,locked_holdout
744,1,locked_holdout
745,1,locked_holdout
746,1,training_pool
747,1,training_pool
748,1,training_pool
749,1,locked_holdout
750,1,locked_holdout
751,1,training_pool
752,1,training_pool
753,1,training_pool
754,1,locked_holdout
755,1,locked_holdout
756,1,training_pool
757,1,training_pool
758,1,locked_holdout
759,1,training_pool
760,1,training_pool
761,1,training_pool
762,1,training_pool
763,1,locked_holdout
764,1,training_pool
765,1,training_pool
766,1,locked_holdout
767,1,training_pool
768,1,training_pool
769,1,locked_holdout
770,1,training_pool
771,1,training_pool
772,1,training_pool
773,1,training_pool
774,1,training_pool
775,1,training_pool
776,1,training_pool
777,1,training_pool
778,1,training_pool
779,1,training_pool
780,1,training_pool
781,1,training_pool
782,1,training_pool
783,1,locked_holdout
784,1,training_pool
785,1,locked_holdout
786,1,locked_holdout
787,1,locked_holdout
788,1,training_pool
789,1,training_pool
790,1,training_pool
791,1,training_pool
792,1,locked_holdout
793,1,training_pool
794,1,training_pool
795,1,locked_holdout
796,1,locked_holdout
797,1,training_pool
798,1,training_pool
799,1,training_pool
800,1,training_pool
801,1,training_pool
802,1,training_pool
803,1,training_pool
804,1,training_pool
805,1,training_pool
806,1,training_pool
807,1,training_pool
808,1,training_pool
809,1,training_pool
810,1,training_pool
811,1,training_pool
812,1,training_pool
813,1,training_pool
814,1,training_pool
815,1,training_pool
816,1,training_pool
817,1,training_pool
818,1,training_pool
819,1,training_pool
820,0,training_pool
821,0,training_pool
822,0,training_pool
823,0,training_pool
824,0,locked_holdout
825,0,locked_holdout
826,0,training_pool
827,0,training_pool
828,0,training_pool
829,0,training_pool
830,0,training_pool
831,0,training_pool
832,0,training_pool
833,0,training_pool
834,0,training_pool
835,0,training_pool
836,0,training_pool
837,0,training_pool
838,0,locked_holdout
839,0,training_pool
840,0,training_pool
841,0,locked_holdout
842,0,training_pool
843,0,training_pool
844,0,training_pool
845,0,training_pool
846,0,training_pool
847,0,training_pool
848,0,locked_holdout
849,0,training_pool
850,0,training_pool
851,0,training_pool
852,0,training_pool
853,0,training_pool
854,0,training_pool
855,0,training_pool
856,0,training_pool
857,0,training_pool
858,0,training_pool
859,0,training_pool
860,0,locked_holdout
861,0,training_pool
862,0,training_pool
863,0,training_pool
864,0,training_pool
865,0,locked_holdout
866,0,training_pool
867,0,training_pool
868,0,training_pool
869,0,training_pool
870,0,locked_holdout
871,0,locked_holdout
872,0,training_pool
873,0,locked_holdout
874,0,training_pool
875,0,training_pool
876,0,locked_holdout
877,0,training_pool
878,0,locked_holdout
879,0,training_pool
880,0,training_pool
881,0,training_pool
882,0,locked_holdout
883,0,training_pool
884,0,training_pool
885,0,training_pool
886,0,training_pool
887,0,training_pool
888,0,training_pool
889,0,training_pool
890,0,locked_holdout
891,0,training_pool
892,0,locked_holdout
893,0,training_pool
894,0,training_pool
895,0,training_pool
896,0,training_pool
897,0,training_pool
898,0,training_pool
899,0,training_pool
900,0,training_pool
901,0,locked_holdout
902,0,training_pool
903,0,training_pool
904,0,training_pool
905,0,training_pool
906,0,training_pool
907,0,training_pool
908,0,training_pool
909,0,training_pool
910,0,training_pool
911,0,training_pool
912,0,locked_holdout
913,0,locked_holdout
914,0,training_pool
915,0,locked_holdout
916,0,training_pool
917,0,training_pool
918,0,training_pool
919,0,locked_holdout
920,0,training_pool
921,0,locked_holdout
922,0,training_pool
923,0,locked_holdout
924,0,locked_holdout
925,0,locked_holdout
926,0,locked_holdout
927,0,training_pool
928,0,locked_holdout
929,0,training_pool
930,0,training_pool
931,0,training_pool
932,0,training_pool
933,0,training_pool
934,0,training_pool
935,0,training_pool
936,0,training_pool
937,0,training_pool
938,0,training_pool
939,0,training_pool
940,0,locked_holdout
941,0,locked_holdout
942,0,training_pool
943,0,training_pool
944,0,locked_holdout
945,0,training_pool
946,0,locked_holdout
947,0,training_pool
948,0,locked_holdout
949,0,training_pool
950,0,locked_holdout
951,0,training_pool
952,0,training_pool
953,0,training_pool
954,0,training_pool
955,0,training_pool
956,0,training_pool
957,0,locked_holdout
958,0,training_pool
959,0,training_pool
960,0,locked_holdout
961,0,training_pool
962,0,locked_holdout
963,0,training_pool
964,0,training_pool
965,0,locked_holdout
966,0,training_pool
967,0,locked_holdout
968,0,training_pool
969,0,training_pool
970,0,training_pool
971,0,locked_holdout
972,0,training_pool
973,0,training_pool
974,0,training_pool
975,0,training_pool
976,0,training_pool
977,0,locked_holdout
978,0,locked_holdout
979,0,training_pool
980,0,training_pool
981,0,training_pool
982,0,training_pool
983,0,training_pool
984,0,locked_holdout
985,0,training_pool
986,0,training_pool
987,0,locked_holdout
988,0,locked_holdout
989,0,training_pool
990,0,training_pool
991,0,training_pool
992,0,locked_holdout
993,0,training_pool
994,0,training_pool
995,0,locked_holdout
996,0,training_pool
997,0,training_pool
998,0,training_pool
999,0,training_pool
1000,0,training_pool
1001,0,training_pool
1002,0,training_pool
1003,0,training_pool
1004,0,training_pool
1005,0,training_pool
1006,0,training_pool
1007,0,locked_holdout
1008,0,locked_holdout
1009,0,locked_holdout
1010,0,training_pool
1011,0,training_pool
1012,0,locked_holdout
1013,0,training_pool
1014,0,locked_holdout
1015,0,training_pool
1016,0,training_pool
1017,0,training_pool
1018,0,training_pool
1019,0,training_pool
1020,0,training_pool
1021,0,training_pool
1022,0,locked_holdout
1023,0,training_pool
1024,0,locked_holdout
1025,0,training_pool
1026,0,training_pool
1027,0,locked_holdout
1028,0,locked_holdout
1029,0,training_pool
1030,0,training_pool
1031,0,training_pool
1032,0,training_pool
1033,0,training_pool
1034,0,training_pool
1035,0,training_pool
1036,0,training_pool
1037,0,training_pool
1038,0,training_pool
1039,0,training_pool
1040,0,training_pool
1041,0,training_pool
1042,0,training_pool
1043,0,training_pool
1044,0,locked_holdout
1045,0,training_pool
1046,0,training_pool
1047,0,training_pool
1048,0,training_pool
1049,0,locked_holdout
1050,0,training_pool
1051,0,training_pool
1052,0,training_pool
1053,0,training_pool
1054,0,training_pool
1055,0,locked_holdout
1056,0,training_pool
1057,0,training_pool
1058,0,training_pool
1059,0,training_pool
1060,0,training_pool
1061,0,locked_holdout
1062,0,training_pool
1063,0,training_pool
1064,0,training_pool
1065,0,training_pool
1066,0,training_pool
1067,0,training_pool
1068,0,training_pool
1069,0,training_pool
1070,1,training_pool
1071,1,training_pool
1072,1,training_pool
1073,1,training_pool
1074,1,locked_holdout
1075,1,training_pool
1076,1,training_pool
1077,1,training_pool
1078,1,training_pool
1079,1,locked_holdout
1080,1,training_pool
1081,1,locked_holdout
1082,1,training_pool
1083,1,training_pool
1084,1,training_pool
1085,1,locked_holdout
1086,1,training_pool
1087,1,locked_holdout
1088,1,locked_holdout
1089,1,locked_holdout
1090,1,locked_holdout
1091,1,training_pool
1092,1,training_pool
1093,1,locked_holdout
1094,1,locked_holdout
1095,1,training_pool
1096,1,training_pool
1097,1,training_pool
1098,1,training_pool
1099,1,training_pool
1100,1,locked_holdout
1101,1,training_pool
1102,1,training_pool
1103,1,locked_holdout
1104,1,training_pool
1105,1,training_pool
1106,1,training_pool
1107,1,training_pool
1108,1,training_pool
1109,1,training_pool
1110,1,locked_holdout
1111,1,training_pool
1112,1,training_pool
1113,1,locked_holdout
1114,1,training_pool
1115,1,training_pool
1116,1,training_pool
1117,1,training_pool
1118,1,training_pool
1119,1,locked_holdout
1120,1,training_pool
1121,1,training_pool
1122,1,locked_holdout
1123,1,training_pool
1124,1,training_pool
1125,1,training_pool
1126,1,locked_holdout
1127,1,training_pool
1128,1,training_pool
1129,1,training_pool
1130,1,training_pool
1131,1,training_pool
1132,1,training_pool
1133,1,training_pool
1134,1,training_pool
1135,1,training_pool
1136,1,training_pool
1137,1,training_pool
1138,1,training_pool
1139,1,training_pool
1140,1,training_pool
1141,1,locked_holdout
1142,1,locked_holdout
1143,1,training_pool
1144,1,training_pool
1145,1,training_pool
1146,1,training_pool
1147,1,training_pool
1148,1,training_pool
1149,1,training_pool
1150,1,training_pool
1151,1,training_pool
1152,1,locked_holdout
1153,1,training_pool
1154,1,training_pool
1155,1,training_pool
1156,1,locked_holdout
1157,1,locked_holdout
1158,1,locked_holdout
1159,1,training_pool
1160,1,training_pool
1161,1,training_pool
1162,1,training_pool
1163,1,training_pool
1164,1,training_pool
1165,1,training_pool
1166,1,training_pool
1167,1,training_pool
1168,1,locked_holdout
1169,1,training_pool
1170,1,locked_holdout
1171,1,training_pool
1172,1,training_pool
1173,1,training_pool
1174,1,locked_holdout
1175,1,locked_holdout
1176,1,locked_holdout
1177,1,training_pool
1178,1,locked_holdout
1179,1,training_pool
1180,1,training_pool
1181,1,training_pool
1182,1,training_pool
1183,1,training_pool
1184,1,training_pool
1185,1,training_pool
1186,1,training_pool
1187,1,training_pool
1188,1,training_pool
1189,1,training_pool
1190,1,training_pool
1191,1,training_pool
1192,1,training_pool
1193,1,training_pool
1194,1,training_pool
1195,1,training_pool
1196,1,training_pool
1197,1,training_pool
1198,1,training_pool
1199,1,training_pool
1200,1,training_pool
1201,1,training_pool
1202,1,training_pool
1203,1,training_pool
1204,1,training_pool
1205,1,training_pool
1206,1,training_pool
1207,1,training_pool
1208,1,training_pool
1209,1,training_pool
1210,1,training_pool
1211,1,training_pool
1212,1,training_pool
1213,1,locked_holdout
1214,1,training_pool
1215,1,training_pool
1216,1,training_pool
1217,1,locked_holdout
1218,1,training_pool
1219,1,locked_holdout
1220,1,training_pool
1221,1,training_pool
1222,1,training_pool
1223,1,training_pool
1224,1,locked_holdout
1225,1,training_pool
1226,1,training_pool
1227,1,training_pool
1228,1,training_pool
1229,1,training_pool
1230,0,training_pool
1231,0,training_pool
1232,0,training_pool
1233,0,training_pool
1234,0,training_pool
1235,0,training_pool
1236,0,training_pool
1237,0,locked_holdout
1238,0,training_pool
1239,0,training_pool
1240,0,locked_holdout
1241,0,locked_holdout
1242,0,training_pool
1243,0,training_pool
1244,0,locked_holdout
1245,0,locked_holdout
1246,0,locked_holdout
1247,0,training_pool
1248,0,training_pool
1249,0,locked_holdout
1250,0,locked_holdout
1251,0,locked_holdout
1252,0,locked_holdout
1253,0,training_pool
1254,0,locked_holdout
1255,0,training_pool
1256,0,training_pool
1257,0,training_pool
1258,0,training_pool
1259,0,locked_holdout
1260,0,locked_holdout
1261,0,training_pool
1262,0,training_pool
1263,0,training_pool
1264,0,training_pool
1265,0,training_pool
1266,0,locked_holdout
1267,0,training_pool
1268,0,training_pool
1269,0,training_pool
1270,0,training_pool
1271,0,locked_holdout
1272,0,training_pool
1273,0,training_pool
1274,0,training_pool
1275,0,training_pool
1276,0,training_pool
1277,0,training_pool
1278,0,training_pool
1279,0,training_pool
1280,0,training_pool
1281,0,training_pool
1282,0,training_pool
1283,0,training_pool
1284,0,training_pool
1285,0,training_pool
1286,0,training_pool
1287,0,training_pool
1288,0,training_pool
1289,0,training_pool
1290,0,training_pool
1291,0,training_pool
1292,0,training_pool
1293,0,training_pool
1294,0,training_pool
1295,0,locked_holdout
1296,0,locked_holdout
1297,0,training_pool
1298,0,training_pool
1299,0,training_pool
1300,0,training_pool
1301,0,training_pool
1302,0,training_pool
1303,0,training_pool
1304,0,training_pool
1305,0,locked_holdout
1306,0,training_pool
1307,0,training_pool
1308,0,training_pool
1309,0,training_pool
1310,0,training_pool
1311,0,training_pool
1312,0,training_pool
1313,0,training_pool
1314,0,training_pool
1315,0,training_pool
1316,0,training_pool
1317,0,training_pool
1318,0,training_pool
1319,0,training_pool
1320,0,training_pool
1321,0,training_pool
1322,0,training_pool
1323,0,training_pool
1324,0,training_pool
1325,0,training_pool
1326,0,training_pool
1327,0,training_pool
1328,0,training_pool
1329,0,training_pool
1330,0,training_pool
1331,0,training_pool
1332,0,training_pool
1333,0,training_pool
1334,0,training_pool
1335,0,training_pool
1336,0,training_pool
1337,0,training_pool
1338,0,training_pool
1339,0,training_pool
1340,0,locked_holdout
1341,0,locked_holdout
1342,0,locked_holdout
1343,0,training_pool
1344,0,training_pool
1345,0,training_pool
1346,0,training_pool
1347,0,training_pool
1348,0,training_pool
1349,0,training_pool
1350,0,locked_holdout
1351,0,training_pool
1352,0,training_pool
1353,0,training_pool
1354,0,training_pool
1355,0,training_pool
1356,0,training_pool
1357,0,training_pool
1358,0,training_pool
1359,0,training_pool
1360,0,training_pool
1361,0,training_pool
1362,0,training_pool
1363,0,training_pool
1364,0,training_pool
1365,0,locked_holdout
1366,0,training_pool
1367,0,training_pool
1368,0,locked_holdout
1369,0,locked_holdout
1370,0,training_pool
1371,0,training_pool
1372,0,training_pool
1373,0,locked_holdout
1374,0,training_pool
1375,0,training_pool
1376,0,training_pool
1377,0,training_pool
1378,0,training_pool
1379,0,training_pool
1380,0,locked_holdout
1381,0,training_pool
1382,0,training_pool
1383,0,training_pool
1384,0,training_pool
1385,0,training_pool
1386,0,training_pool
1387,0,training_pool
1388,0,training_pool
1389,0,training_pool
1390,0,locked_holdout
1391,0,training_pool
1392,0,training_pool
1393,0,training_pool
1394,0,training_pool
1395,0,training_pool
1396,0,training_pool
1397,0,training_pool
1398,0,training_pool
1399,0,training_pool
1400,0,training_pool
1401,0,training_pool
1402,0,training_pool
1403,0,training_pool
1404,0,training_pool
1405,0,locked_holdout
1406,0,locked_holdout
1407,0,locked_holdout
1408,0,training_pool
1409,0,training_pool
1410,0,training_pool
1411,0,training_pool
1412,0,training_pool
1413,0,training_pool
1414,0,locked_holdout
1415,0,training_pool
1416,0,training_pool
1417,0,training_pool
1418,0,training_pool
1419,0,training_pool
1420,0,training_pool
1421,0,training_pool
1422,0,training_pool
1423,0,training_pool
1424,0,training_pool
1425,0,training_pool
1426,0,training_pool
1427,0,training_pool
1428,0,training_pool
1429,0,training_pool
1430,0,locked_holdout
1431,0,training_pool
1432,0,training_pool
1433,0,training_pool
1434,0,locked_holdout
1435,0,training_pool
1436,0,training_pool
1437,0,training_pool
1438,0,training_pool
1439,0,locked_holdout
